country_iso3_code,year,design,incumbent_period,model_period,incumbent_partner_diversification,incumbent_partner_entropy,portfolio_reallocation,incumbent_retention_rate,continuing_export_share
AGO,2018,sensitivity_2012_2022,2012-2017,2012-2022,0.8893191454303977,2.736407804612896,0.2660602381532155,0.7272727272727273,0.999987136960412
AGO,2019,sensitivity_2012_2022,2012-2017,2012-2022,0.8856677906140279,2.734817530323647,0.32125017387501253,0.7207792207792207,0.9967269169646102
AGO,2020,sensitivity_2012_2022,2012-2017,2012-2022,0.9055862787928344,2.7957082329002665,0.3448990704922187,0.7207792207792207,0.985671384677506
AGO,2021,sensitivity_2012_2022,2012-2017,2012-2022,0.9134631961743942,2.9192911917310065,0.4457734893810313,0.7142857142857143,0.9951723650099602
AGO,2022,sensitivity_2012_2022,2012-2017,2012-2022,0.9132289500161181,2.7930618862955927,0.36929009817535596,0.6818181818181818,0.9964284470357431
AIA,2012,sensitivity_2012_2022,2012-2017,2012-2022,0.8908645157369305,2.6554052275888327,0.49721063073552013,0.4444444444444444,1.0
AIA,2013,sensitivity_2012_2022,2012-2017,2012-2022,0.6886207854279351,2.018342898427448,0.5567441145627682,0.3950617283950617,1.0
AIA,2014,sensitivity_2012_2022,2012-2017,2012-2022,0.7697621649629413,1.915029097940609,0.5026699220359027,0.4074074074074074,1.0
AIA,2015,sensitivity_2012_2022,2012-2017,2012-2022,0.9159601477880233,2.8681325594648643,0.5583504575225312,0.4444444444444444,1.0
AIA,2016,sensitivity_2012_2022,2012-2017,2012-2022,0.8444490558410107,2.503868109527202,0.6089507066145855,0.4567901234567901,1.0
AIA,2017,sensitivity_2012_2022,2012-2017,2012-2022,0.24373549009881235,0.7890248426710201,0.7483871174167783,0.5555555555555556,1.0
AIA,2018,sensitivity_2012_2022,2012-2017,2012-2022,0.21114330516901603,0.5999274443603622,0.7892360069983528,0.49382716049382713,0.9918287220957289
AIA,2019,sensitivity_2012_2022,2012-2017,2012-2022,0.33978761742976427,0.9543871603589632,0.7791386716360479,0.3950617283950617,0.7008877634008012
AIA,2020,sensitivity_2012_2022,2012-2017,2012-2022,0.38324986164155694,1.0013884418618662,0.8983847806426395,0.3333333333333333,0.9991242560275837
AIA,2021,sensitivity_2012_2022,2012-2017,2012-2022,0.31209349598102243,0.9386316080027608,0.8972505386014944,0.4074074074074074,0.9929400124403627
AIA,2022,sensitivity_2012_2022,2012-2017,2012-2022,0.3664351352712659,1.05478718697757,0.8915876435545637,0.3333333333333333,0.9298909321840728
ALB,2012,sensitivity_2012_2022,2012-2017,2012-2022,0.7215005228684808,2.073613067335871,0.08548638802867278,0.727810650887574,1.0
ALB,2013,sensitivity_2012_2022,2012-2017,2012-2022,0.7596564469986384,2.21810782340546,0.11431432895685253,0.7159763313609467,1.0
ALB,2014,sensitivity_2012_2022,2012-2017,2012-2022,0.734972163684485,2.2176187679990376,0.06976847657094015,0.7455621301775148,1.0
ALB,2015,sensitivity_2012_2022,2012-2017,2012-2022,0.7262310020083117,2.2177881702246474,0.04582194389959562,0.7514792899408284,1.0
ALB,2016,sensitivity_2012_2022,2012-2017,2012-2022,0.6994581148904505,2.154420660065477,0.08559488532084877,0.7751479289940828,1.0
ALB,2017,sensitivity_2012_2022,2012-2017,2012-2022,0.6996969890991839,2.1727918942293023,0.10600047736728821,0.7988165680473372,1.0
ALB,2018,sensitivity_2012_2022,2012-2017,2012-2022,0.7228284842382564,2.206674865099437,0.10043241194896899,0.7751479289940828,0.9999415424095571
ALB,2019,sensitivity_2012_2022,2012-2017,2012-2022,0.7493762588827171,2.3260811280515123,0.11008063431171067,0.7988165680473372,0.9999651635408163
ALB,2020,sensitivity_2012_2022,2012-2017,2012-2022,0.7498730154531746,2.3136939615330254,0.14919820300959358,0.7514792899408284,0.9999434604318226
ALB,2021,sensitivity_2012_2022,2012-2017,2012-2022,0.7601168273160827,2.370356904172626,0.14790261160673157,0.7633136094674556,0.9998970802467074
ALB,2022,sensitivity_2012_2022,2012-2017,2012-2022,0.8137693968071715,2.460865988165825,0.2299593230630384,0.7337278106508875,0.9998462425474962
AND,2012,sensitivity_2012_2022,2012-2017,2012-2022,0.6748325110846616,1.7921044820553844,0.6148045532966697,0.6556291390728477,1.0
AND,2013,sensitivity_2012_2022,2012-2017,2012-2022,0.5375503884399595,1.4805641909944671,0.5027539018629507,0.6423841059602649,1.0
AND,2014,sensitivity_2012_2022,2012-2017,2012-2022,0.447920145448756,1.24597587516259,0.5599417142035346,0.6688741721854304,1.0
AND,2015,sensitivity_2012_2022,2012-2017,2012-2022,0.8199496384556667,2.5466144717324295,0.4725868501208645,0.609271523178808,1.0
AND,2016,sensitivity_2012_2022,2012-2017,2012-2022,0.8636508471652097,2.6743358120891356,0.44196898509140364,0.6622516556291391,1.0
AND,2017,sensitivity_2012_2022,2012-2017,2012-2022,0.8327794322726905,2.504278588892916,0.4717227781340994,0.6490066225165563,1.0
AND,2018,sensitivity_2012_2022,2012-2017,2012-2022,0.7505448801393566,2.1736278810604164,0.5791526996066041,0.6357615894039735,0.9962245954973483
AND,2019,sensitivity_2012_2022,2012-2017,2012-2022,0.7432676704013155,2.1857717869788136,0.5421704336715423,0.6225165562913907,0.9963739861279324
AND,2020,sensitivity_2012_2022,2012-2017,2012-2022,0.7809616219721742,2.344135564463479,0.5658387951801946,0.5894039735099338,0.9939938672324672
AND,2021,sensitivity_2012_2022,2012-2017,2012-2022,0.8348285112674261,2.568777996344565,0.5201035045270137,0.6490066225165563,0.9966873439582832
AND,2022,sensitivity_2012_2022,2012-2017,2012-2022,0.8183747262335435,2.52516913759442,0.5631751916874761,0.6423841059602649,0.9977133690598854
ANS,2016,sensitivity_2012_2022,2012-2017,2012-2022,,,,,
ANS,2020,sensitivity_2012_2022,2012-2017,2012-2022,,,,,
ANS,2021,sensitivity_2012_2022,2012-2017,2012-2022,,,,,
ANS,2022,sensitivity_2012_2022,2012-2017,2012-2022,,,,,
ARE,2012,sensitivity_2012_2022,2012-2017,2012-2022,0.935984022447077,3.275634929629666,0.11235124187544993,0.9174311926605505,1.0
ARE,2013,sensitivity_2012_2022,2012-2017,2012-2022,0.927459662010417,3.2404968266998813,0.1386159389758876,0.8944954128440367,1.0
