outcome_key,regime,excluded_country,estimate,p_cluster
gvc,R1,COG,0.25593228628504,0.2909139383680604
gvc,R1,COL,0.26401149987406397,0.2820431704264117
gvc,R1,COM,0.25593228628504,0.2909139383680604
gvc,R1,CPV,0.25593228628504,0.2909139383680604
gvc,R1,CRI,0.2559322862850302,0.2911109291327395
gvc,R1,CUB,0.25593228628504,0.2909139383680604
gvc,R1,CUW,0.25593228628504,0.2909139383680604
gvc,R1,CYM,0.25593228628504,0.2909139383680604
gvc,R1,CYP,0.25593228628503,0.2911109291327374
gvc,R1,CZE,0.25593228628503273,0.2911109291327347
gvc,R1,DEU,0.25593228628502546,0.2911109291327377
gvc,R1,DJI,0.25593228628504,0.2909139383680604
gvc,R1,DMA,0.25593228628504,0.2909139383680604
gvc,R1,DNK,0.255932286285032,0.2911109291327305
gvc,R1,DOM,0.25593228628504,0.2909139383680604
gvc,R1,DZA,0.25593228628504,0.2909139383680604
gvc,R1,ECU,0.25593228628504,0.2909139383680604
gvc,R1,EGY,0.26756337596084295,0.27312827279421326
gvc,R1,ESP,0.2559322862850337,0.2911109291327296
gvc,R1,EST,0.25593228628502973,0.29111092913273057
gvc,R1,ETH,0.25593228628504,0.2909139383680604
gvc,R1,FIN,0.2559322862850223,0.2911109291327427
gvc,R1,FJI,0.25593228628504,0.2909139383680604
gvc,R1,FRA,0.2559322862850375,0.2911109291327259
gvc,R1,FRO,0.25593228628504,0.2909139383680604
gvc,R1,FSM,0.25593228628504,0.2909139383680604
gvc,R1,GAB,0.25593228628504,0.2909139383680604
gvc,R1,GBR,0.25593228628503784,0.29111092913272824
gvc,R1,GEO,0.25593228628504,0.2909139383680604
gvc,R1,GHA,0.25593228628504,0.2909139383680604
gvc,R1,GIN,0.25593228628504,0.2909139383680604
gvc,R1,GMB,0.25593228628504,0.2909139383680604
gvc,R1,GNB,0.25593228628504,0.2909139383680604
gvc,R1,GNQ,0.25593228628504,0.2909139383680604
gvc,R1,GRC,0.25593228628503795,0.2911109291327303
gvc,R1,GRD,0.25593228628504,0.2909139383680604
gvc,R1,GRL,0.25593228628504,0.2909139383680604
gvc,R1,GTM,0.25593228628504,0.2909139383680604
gvc,R1,GUM,0.25593228628504,0.2909139383680604
gvc,R1,GUY,0.25593228628504,0.2909139383680604
gvc,R1,HKG,0.25593228628502723,0.2911109291327402
gvc,R1,HND,0.25593228628504,0.2909139383680604
gvc,R1,HRV,0.25593228628502784,0.2911109291327381
gvc,R1,HTI,0.25593228628504,0.2909139383680604
gvc,R1,HUN,0.25593228628504555,0.2911109291327181
gvc,R1,IDN,0.2558049234131769,0.2916231665264079
gvc,R1,IND,0.2568072112320601,0.29001455364366713
gvc,R1,IRL,0.25593228628503695,0.2911109291327316
gvc,R1,IRN,0.25593228628504,0.2909139383680604
gvc,R1,IRQ,0.25593228628504,0.2909139383680604
gvc,R1,ISL,0.25593228628503173,0.29111092913273096
gvc,R1,ISR,0.2559322862850291,0.2911109291327392
gvc,R1,ITA,0.2559322862850372,0.2911109291327241
gvc,R1,JAM,0.25593228628504,0.2909139383680604
gvc,R1,JOR,0.2572257766643532,0.28841870233219297
gvc,R1,JPN,0.2559322862850315,0.29111092913273323
gvc,R1,KAZ,0.2698783579734812,0.2590466732343351
gvc,R1,KEN,0.25593228628504,0.2909139383680604
gvc,R1,KGZ,0.25593228628504,0.2909139383680604
gvc,R1,KHM,0.25295298997755145,0.30132719285949633
gvc,R1,KIR,0.25593228628504,0.2909139383680604
gvc,R1,KNA,0.25593228628504,0.2909139383680604
